year,tier,title,doi,task_type,digitalization_class,channel_handling_class,strict_digital,datasets,baselines,metrics,snr_conditions,rate_conditions,discrete_error_judgment,limitations
2024,related,Task-Oriented Over-the-Air Computation for Multi-Device Edge AI,10.1109/twc.2023.3294703,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,,accuracy,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2024,core,Task-Oriented Scene Graph-Based Semantic Communications With Adaptive Channel Coding,10.1109/twc.2024.3450697,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,BPG；LDPC；ViT；Transformer；QAM；SAC；BERT,latency；SSIM,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2024,related,"Task-Oriented Sensing, Computation, and Communication Integration for Multi-Device Edge AI",10.1109/twc.2023.3303232,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,,accuracy；latency；throughput,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2024,related,Transformer-Aided Wireless Image Transmission With Channel Feedback,10.1109/twc.2024.3386052,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CelebA；Kodak,DeepJSCC；BPG；ViT；Transformer；JSCC,PSNR；LPIPS；mAP；latency；MSE；PER,SNR -2dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2024,core,UAV-Enabled Semantic Communication in Mobile Edge Computing Under Jamming Attacks: An Intelligent Resource Management Approach,10.1109/twc.2024.3454073,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；DDPG；DQN；TD3；ETC,accuracy；latency；semantic similarity,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2024,core,xURLLC-Aware Service Provisioning in Vehicular Networks: A Semantic Communication Perspective,10.1109/twc.2023.3319442,语义信息度量与理论,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,,latency；throughput；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Adaptive Semantic Generation and NOMA-Based Interference-Aware Transmission for 6G Networks,10.1109/twc.2024.3520870,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,JPEG；LDPC；Transformer；QAM；NOMA；ETC,PSNR；accuracy；AoI；throughput,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Agent-Driven Generative Semantic Communication With Cross-Modality and Prediction,10.1109/twc.2024.3519325,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,HEVC,JPEG；Transformer；SAC；H.265；HEVC；JSCC；YOLO；CLIP,PSNR；SSIM；LPIPS；mAP；accuracy；latency；energy efficiency；MSE；IoU；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Alternate Learning-Based SNR-Adaptive Sparse Semantic Visual Transmission,10.1109/twc.2024.3512652,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,DIV2K；HEVC,DeepJSCC；WITT；JPEG；BPG；LDPC；Transformer；QAM；PPO；HEVC；JSCC；SwinJSCC；BERT,PSNR；SSIM；FID；accuracy；semantic similarity；MSE,SNR = 10 dB；SNR of 29.57 dB,CBR = 0.1,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Computation-Aware Offloading for DNN Inference Tasks in Semantic Communication Assisted MEC Systems,10.1109/twc.2024.3523517,任务导向推理,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；NOMA；ResNet；BERT,accuracy；latency；energy efficiency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,related,Diff-GO+: An Efficient Diffusion Goal-Oriented Communication System With Local Feedback,10.1109/twc.2025.3554442,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,JPEG；WebP；VQ-VAE；VAE；FEC,LPIPS；FID；mAP；PER,,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Diffusion-Driven Semantic Communication for Generative Models With Bandwidth Constraints,10.1109/twc.2025.3553851,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；VAE；JSCC；CLIP,PSNR；SSIM；LPIPS；FID；mAP；semantic similarity；MSE,SNR = 0 dB；SNR = 12 dB；under 10 dB SNR,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,core,Dynamic Semantic Compression for CNN Inference in Multi-Access Edge Computing: A Graph Reinforcement Learning-Based Autoencoder,10.1109/twc.2024.3518399,任务导向推理,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；JSCC；ResNet,mAP；accuracy；latency；throughput,,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,core,Energy-Efficient Probabilistic Semantic Communication Over Space-Air-Ground Integrated Networks,10.1109/twc.2025.3569102,语义感知资源分配与网络优化,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,NOMA；RSMA；OFDM；BERT；ETC,latency；energy efficiency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Feature Allocation for Semantic Communication With Space-Time Importance Awareness,10.1109/twc.2025.3569320,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；ImageNet；Kodak,DeepJSCC；Transformer；ADJSCC；JSCC；Polar,PSNR；SSIM；accuracy；MSE,SNR = 13 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,IRS-Enhanced Secure Semantic Communication Networks: Cross-Layer and Context-Awared Resource Allocation,10.1109/twc.2024.3495720,语义感知资源分配与网络优化,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,ImageNet,JPEG2000；BPG；Turbo；VQ-VAE；VAE；QAM；NOMA；DQN；SAC；JPEG；OFDM；TD3,SSIM；MS-SSIM；LPIPS；latency；energy efficiency；MSE,,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Joint Semantic Transmission and Resource Allocation for Intelligent Computation Task Offloading in MEC Systems,10.1109/twc.2025.3568870,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10,DeepJSCC；JSCC；OFDM,mAP；accuracy；latency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,core,Latent Diffusion Model-Enabled Low-Latency Semantic Communication in the Presence of Semantic Ambiguities and Wireless Channel Noises,10.1109/twc.2025.3535714,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,MNIST；Fashion-MNIST；DIV2K,JPEG2000；JPEG；BPG；LDPC；VAE；GAN；QAM；JSCC；Swift,PSNR；SSIM；MS-SSIM；LPIPS；mAP；accuracy；latency；MSE；PER,SNR of 20 dB；SNR of 10 dB；under 10 dB SNR,CBR of 0.02,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Lyapunov-Guided Deep Reinforcement Learning for Semantic-Aware AoI Minimization in UAV-Assisted Wireless Networks,10.1109/twc.2025.3552809,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,PPO；CLIP,AoI；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,core,Multi-Scale Semantic Communication for Object Detection: Single and Cross-Domain Scenarios,10.1109/twc.2025.3552255,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；Cityscapes；BDD100K,LDPC；QAM；ResNet,mAP；accuracy；IoU；PER,SNR = 10 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Post-Deployment Fine-Tunable Semantic Communication,10.1109/twc.2024.3433479,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；CIFAR-100；ImageNet；FFHQ,JPEG；LDPC；VQ-VAE；VAE；JSCC,PSNR；mAP；accuracy；classification accuracy；utility,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,core,Rate Splitting Multiple Access-Enabled Adaptive Panoramic Video Semantic Transmission,10.1109/twc.2025.3570465,视频传输、生成或控制,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,NTSCC；LDPC；Transformer；NOMA；RSMA；PPO；DDPG；SAC；H.264；H.265；JSCC；OFDM,PSNR；SSIM；mAP；latency；PER,,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,related,Residual Vector Quantized Diffusion Model-Based Joint Source-Channel Coding for Task-Oriented Agent Communication,10.1109/twc.2025.3543373,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,LDPC；VQ-VAE；VAE；Transformer；JSCC,mAP；accuracy,,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Resource Allocation for Semantic-Aware Wireless Communication Networks With Imperfect CSI,10.1109/twc.2025.3575444,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,,accuracy；latency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,core,Resource Allocation for the Training of Image Semantic Communication Networks,10.1109/twc.2025.3527014,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10,JPEG；JSCC,PSNR；accuracy；latency；PER,SNR=13dB；SNR=13 dB；SNR=4 dB；SNR of 25.67 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2025,related,Scalable Multi-Task Edge Sensing via Task-Oriented Joint Information Gathering and Broadcast,10.1109/twc.2025.3574442,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；ViT；Transformer；JSCC；DDPG,accuracy；latency；IoU；mIoU；BER,SNR = -5 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Semantic Base Enabled Image Transmission With Fine-Grained HARQ,10.1109/twc.2025.3532501,图像传输、压缩或生成,语义特征包/调制符号与 HARQ 冗余版本,类别 5：语义感知 HARQ/重传与任务判据耦合,是：存在明确的离散/有限数字接口,ImageNet；Cityscapes；CelebA；UVG,NTSCC；JPEG2000；BPG；LDPC；VQ-VAE；VAE；JPEG；OFDM；ResNet,PSNR；SSIM；MS-SSIM；LPIPS；FID；accuracy；classification accuracy；PER,SNR of 4 dB；SNR of 10 dB；SNR of 24.9 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2025,core,Semantic Communication Enabled 6G-NTN Framework: A Novel Denoising and Gateway Hop Integration Mechanism,10.1109/twc.2025.3578010,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,DIV2K,,PSNR；SSIM；MS-SSIM；latency；MSE,SNR = 0.359 dB；SNR = 2 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Semantic Prior Aided Channel-Adaptive Equalizing and De-Noising Semantic Communication System With Latent Diffusion Model,10.1109/twc.2025.3543167,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,FFHQ,DeepJSCC；JPEG；LDPC；ADJSCC；JSCC,PSNR；SSIM；LPIPS；mAP；MSE,SNR of -2 dB；SNR of 31 dB,CBR = 1/32,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Semantic-Aided Parallel Image Transmission Compatible With Practical System,10.1109/twc.2025.3566886,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；Kodak,WITT；JPEG2000；JPEG；BPG；LDPC；Transformer；JSCC；SSCC；Polar；OFDM,PSNR；SSIM；MS-SSIM；LPIPS；MSE；throughput；PER,SNR=2dB；SNR = 6dB；SNR = 2dB；SNR = 10dB,CBR = 0.1；CBR = 1/12,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,core,Semantics-Empowered Non-Orthogonal Multiple Access for Downlink Transmission of Correlated Information Sources,10.1109/twc.2025.3563243,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,MNIST,BPG；LDPC；QAM；NOMA；RSMA；H.264；JSCC；SSCC；OFDM；ETC,PSNR；SSIM；mAP；PER,,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,core,Synchronous Multi-Modal Semantic Communication System With Packet-Level Coding,10.1109/twc.2025.3534995,多模态检索与任务通信,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,VoxCeleb,DeepSC；DeepJSCC；GAN；Transformer；H.264；H.265；AV1；DeepSC-S；JSCC；BERT；CLIP；FEC,PSNR；SSIM；LPIPS；BLEU；latency；semantic similarity；PESQ；MOS；bpp；PER,,0.0039 bpp；0.0077 bpp,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,related,Synesthesia of Machines (SoM)-Based Task-Driven MIMO System for Image Transmission,10.1109/twc.2025.3606237,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Cityscapes,ViT；JSCC,PSNR；mAP；BER,at -5dB SNR,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2025,core,Task-Oriented Low-Label Semantic Communication With Self-Supervised Learning,10.1109/twc.2025.3574468,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,JPEG；LDPC；QAM；JSCC；OFDM；ResNet,mAP；accuracy；classification accuracy；PER,SNR of -4 dB；SNR -4 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,related,Unified Timing Analysis for Closed-Loop Goal-Oriented Wireless Communication,10.1109/twc.2024.3525087,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,,accuracy；latency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2025,core,Visual Language Model-Based Cross-Modal Semantic Communication Systems,10.1109/twc.2025.3539526,多模态检索与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Kaggle,WITT；VAE；ViT；Transformer；JSCC；BERT,BLEU；mAP；accuracy；classification accuracy；semantic similarity,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,3D Deployment of UAV-BSs in Semantic Communication Networks: Mean-Field Multi-Agent Reinforcement Learning Approach,10.1109/twc.2025.3641947,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；DDPG；BERT,BLEU；BERTScore；mAP；accuracy；METEOR；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,related,A Lightweight Gated Convolution and Attention Joint Source-Channel Coding Architecture for Bandwidth-Limited Wireless Image Transmission,10.1109/twc.2026.3706543,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Kodak；CLIC,NTSCC；BPG；LDPC；Transformer；ADJSCC；JSCC；OFDM；SwinJSCC,PSNR；SSIM；MS-SSIM；LPIPS；latency；NMSE；PER,SNR = 11 dB；SNR = 1 dB；SNR = 7 dB,CBR = 1/384；CBR = 1/48；CBR = 1/96；CBR = 1/192,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,A MIMO-Aided Semantic Covert Communication Approach Using Excess Distortion Exponent Optimization,10.1109/twc.2026.3714594,语义信息度量与理论,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；Turbo；Transformer；BERT；CLIP,BLEU；mAP；accuracy；latency；spectral efficiency；semantic similarity；PER,SNR = 0 dB；SNR of -5 dB；SNR of 5 dB；SNR = 5 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,A Semantic-Empowered Free-Space Optical Communication System With Turbulence-Resilient Vector Beams,10.1109/twc.2026.3659523,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,MNIST；Fashion-MNIST,JPEG；Polar；Reed-Solomon,SSIM；accuracy；classification accuracy,,compression ratio of 1.085；compression ratio of 1；compression ratio of 32,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,A Superimposed Pilot Design Method for Semantic Transmission Over Doubly Selective Channel,10.1109/twc.2025.3650161,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,JSCC；OFDM,SSIM；MS-SSIM；accuracy,SNR=0 dB；SNR=5 dB；SNR=10 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Active Movable-Element RIS Assisted Vehicular Semantic Communications: Modeling and Optimization,10.1109/twc.2026.3716064,通用语义通信系统,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,OFDM；Swift；CLIP,mAP；accuracy；AoI；latency；energy efficiency；semantic similarity；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Adaptive Semantic Communication System for High-Quality Remote Sensing Image Transmission in Unstable Wireless Environments,10.1109/twc.2025.3600880,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Kodak,DeepJSCC；WITT；BPG；GAN；ViT；Transformer；JSCC,PSNR；mAP；latency；MSE；PER,SNR = -3 dB；SNR of 30dB；SNR = 24 dB；SNR = 0 dB；SNR = 18 dB,bandwidth ratio: 1/4,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Adaptive Semantic Speech Transmission for High-Speed Scenarios,10.1109/twc.2025.3601158,语音/音频传输或识别,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,LibriSpeech；VoxCeleb,DeepSC；LDPC；OFDM,WER；accuracy；MSE；PESQ,SNR of 26 dB；SNR of 10 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Adaptive Source-Channel Coding for Multi-User Semantic and Data Communications,10.1109/twc.2026.3679927,语义感知资源分配与网络优化,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10,BPG；NOMA；JSCC；SSCC；OFDM；ResNet,SSIM；MS-SSIM；accuracy；classification accuracy；spectral efficiency；semantic similarity；MSE；BER；PER,at 10 dB SNR,bandwidth ratio of 0.0356,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
