year,tier,title,doi,task_type,digitalization_class,channel_handling_class,strict_digital,datasets,baselines,metrics,snr_conditions,rate_conditions,discrete_error_judgment,limitations
2025,core,Task-Oriented Communication for Graph Data: A Graph Information Bottleneck Approach,10.1109/tccn.2024.3465651,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,,accuracy；precision；classification accuracy；PER,SNR of 5 dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,3-D Gaussian SLAM Based on Joint Source-Channel Coding and Multi-Scale Constraints,10.1109/tccn.2026.3720357,点云/三维场景传输,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Waymo,JPEG；LDPC；JSCC,PSNR；SSIM；LPIPS；bpp；mAP；accuracy；PER,SNR of 25.76 dB；SNR= 20 dB；SNR= 0 dB；SNR= 15 dB；SNR= 25 dB,0.85 bpp；2.12 bpp；1.85 bpp,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,related,6G-Oriented Semantic Extraction in Semantic Communications: From DL to Large AI Models,10.1109/tccn.2026.3712130,语音/音频传输或识别,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,COCO；VOC2012,ASC；GPT,SSIM；MSE；mAP；latency,SNR = 0 dB；SNR = 10 dB；SNR = 20 dB；SNR of 10 dB；SNR of 20 dB；SNR = 5 dB；SNR of 5 dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。 该文属于边界谱系,不能用它代表端到端语义通信主线。"
2026,core,A Dynamic Adaptive Deep Coding-Classification Framework for Intelligent Pragmatic Tasks in Semantic Communication,10.1109/tccn.2026.3670165,任务导向推理,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CIFAR-10,DeepJSCC；JPEG；JPEG2000；LDPC；Turbo；ResNet；ADJSCC；JSCC；ETC,PSNR；SSIM；MSE；mAP；accuracy；precision；latency；FLOPs；FPS；classification accuracy,SNR = 24 dB；SNR of 38.95 dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,related,A Learned Network Coding Scheme for Robust Image Transmission in Lossy Relay Networks,10.1109/tccn.2026.3705838,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Kodak,JPEG；JPEG2000；JSCC；CLIP,PSNR；bitrate；bpp；mAP；FLOPs；PER,,,"是(相关谱系):端到端训练显式注入 packet erasure,并学习 packet-level source-network coding;它不是以 semantic payload 为主张的核心 SemCom 论文。","没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 该文属于边界谱系,不能用它代表端到端语义通信主线。"
2026,core,A Lite Robust Semantic Communication (LRSC) Scheme via Enhancing Fidelity,10.1109/tccn.2026.3721535,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CIFAR-10,WITT；BPG；LDPC；QAM；Swin Transformer；JSCC；OFDM；ETC,PSNR；SSIM；MSE；accuracy；latency；FLOPs；semantic similarity；classification accuracy；energy efficiency,SNR = 7dB；SNR = 7 dB；SNR = 13 dB；SNR = 13dB；SNR = 1dB；SNR = 1 dB；SNR = 15dB,CBR = 0.125；CBR = 0.25；CBR of 0.125,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,A Semantic-Aware Resource Allocation for Emerging AAV-NOMA Networks Empowered by Bayesian Active Inference,10.1109/tccn.2025.3637049,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,PPO；DDPG,QoE；throughput；energy efficiency；BER；PER,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Adaptive Cross-Modal Super-Resolution Semantic Communication for Mobile AI-Generated Panoramic Video,10.1109/tccn.2025.3561304,视频传输、生成或控制,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,HEVC,NTSCC；HEVC；H.264；H.265；LDPC；Swin Transformer；ViT；DeepSC；JSCC；CLIP,PSNR；SSIM；mAP；QoE；latency；FLOPs；semantic similarity,SNR of 29.7 dB；SNR of 10 dB,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Adaptive Frame Interpolation Symbolic Semantic Communication for Low Latency Wireless Video Transmission,10.1109/tccn.2026.3662328,视频传输、生成或控制,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,UVG；HEVC,DeepJSCC；HEVC；H.264；H.265；LDPC；Polar；Minnen；DVC；JSCC；SSCC,PSNR；SSIM；MS-SSIM；MSE；accuracy；latency；FLOPs,SNR = 15dB；SNR = 10dB；SNR of 12 dB；SNR = 0dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Adaptive Semantic Image Transmission With Object Prioritization and Over-the-Air Validation,10.1109/tccn.2026.3692647,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,COCO,DeepJSCC；BPG；LDPC；ViT；YOLO；FCN；JSCC；OFDM,PSNR；SSIM；MSE；IoU；PER,at 0 dB SNR；At -5 dB SNR,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Channel-Adaptive Cross-Modal Generative Semantic Communication for Point Cloud Transmission,10.1109/tccn.2026.3657061,点云/三维场景传输,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ShapeNet,LDPC；SAC；JSCC；PointNet,MSE；accuracy；precision；latency；FPS；IoU；PER,SNR = 20 dB；SNR = -20 dB；SNR = -5 dB；SNR = 15 dB；SNR of 15 dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Channel-Adaptive Semantic Communication for Stereoscopic Media: Design and Prototype Implementation,10.1109/tccn.2026.3689868,点云/三维场景传输,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,Cityscapes,SwinJSCC；ADJSCC；JSCC；OFDM,PSNR；SSIM；accuracy；latency；FLOPs；FPS；PER,SNR = 10 dB,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Channel-Aware Latent Flow-Matching Semantic Communication for Agentic AI,10.1109/tccn.2026.3705851,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,ImageNet,DeepJSCC；ELIC；JSCC,PSNR；SSIM；LPIPS；accuracy；latency；PER,SNR = 5 dB,CBR = 1/12,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Complex Valued Linear Discriminant Analysis on mmWave Radar Face Signatures for Task-Oriented Semantic Communication,10.1109/tccn.2025.3598379,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,IB,accuracy；recall；precision；classification accuracy；PER,at 0 dB SNR；at 0dB SNR；at 30dB SNR,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Conquering High Packet-Loss Erasure: MoE Swin Transformer-Based Video Semantic Communication,10.1109/tccn.2026.3705844,视频传输、生成或控制,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,UVG；HEVC,DeepJSCC；VVC；HEVC；H.264；H.265；LDPC；Swin Transformer；SwinJSCC；JSCC；ETC,PSNR；SSIM；MS-SSIM；FPS；throughput；SER；PER,SNR of 26.169 dB,CBR of 0.0078,"是:训练/测试显式施加高比例 packet erasure,并用语义交织、loss mask 与 3D CNN 恢复缺失信息。","没有完整离散接口,无法直接回答 bit/index/token 跳变问题。"
2026,core,Content-Aware Scheduling Policy for Goal-Oriented Status Updating With Multiple Sources,10.1109/tccn.2025.3637040,任务导向推理,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,,MSE；throughput；AoI；AoII；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Convolutional Autoencoder-Enhanced Semantic Communication in Optical Fiber Systems,10.1109/tccn.2026.3677171,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,MNIST,QAM；FEC；Reed-Solomon,PSNR；SSIM；MSE；accuracy；recall；precision；latency,SNR of 5 dB；SNR of 15 dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Cross-Domain Semantic Image Communication Empowered by LEO Embodied Intelligence,10.1109/tccn.2026.3695848,图像传输、压缩或生成,有限星座/标准数字波形接口,类别 2：语义特征映射为调制符号或编码包,是：存在明确的离散/有限数字接口,Kodak；DIV2K,DeepJSCC；BPG；LDPC；SwinJSCC；ADJSCC；JSCC；CLIP,PSNR；SSIM；MS-SSIM；LPIPS；MSE；accuracy；latency；FLOPs；semantic similarity；PER,SNR = 4 dB；SNR of 4 dB,CBR of 1/12；CBR = 1/12,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,D-SIC: Energy-Efficient Digital Semantic Image Communication via Large Generative Models,10.1109/tccn.2026.3706089,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,DIV2K；Cityscapes,DeepJSCC；JPEG；JPEG2000；BPG；LDPC；QAM；JSCC,PSNR；SSIM；LPIPS；FID；latency；energy efficiency；BER；PER,SNR of 1 dB；SNR of 2 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,DiT-JSCC: Rethinking Deep JSCC With Diffusion Transformers and Semantic Representations,10.1109/tccn.2026.3705826,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；HEVC,DeepJSCC；NTSCC；BPG；VVC；HEVC；LDPC；VTM；Swin Transformer；ViT；GAN；VAE；DVC,LPIPS；FID；DISTS；bitrate；latency；BLEU；BERTScore；PER,SNR = 0dB；SNR = 2dB；SNR = -1dB；SNR = 0 dB；at 0dB SNR；SNR 0 dB；SNR of 0 dB,CBR of 1/96；CBR OF 1/48,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Frame-Based Zero-Shot Semantic Channel Equalization for AI-Native Communications,10.1109/tccn.2026.3658783,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet,BERT,accuracy；precision；latency；classification accuracy；energy efficiency；PER,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,From Local to Global: Semantic Communication-Driven Remote 3D Scene Reconstruction Using Low-Altitude Platforms,10.1109/tccn.2026.3662333,点云/三维场景传输,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,KITTI,,SSIM；MSE；mAP；mIoU；accuracy；precision,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,GDE: A Generative Diffusion Equalizer for ICSI-Free Semantic Communications in SAGINs,10.1109/tccn.2026.3709876,任务导向推理,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,DIV2K；CIFAR-10,DeepJSCC；PPO；JSCC,PSNR；LPIPS；MSE；mAP；accuracy；latency；PER,SNR of 0 dB；SNR= 10 dB；SNR of 10 dB；SNR = 10 dB,,不适用 VQ index/bit 跳变;论文处理的是连续扰动和信道失配。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Generative Semantic Communication: Diffusion Models Beyond Bit Recovery,10.1109/tccn.2026.3689849,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,COCO；Cityscapes,DeepJSCC；BPG；Swin Transformer；GAN；VAE；SwinJSCC；JSCC；OFDM,PSNR；LPIPS；FID；bpp；mAP；mIoU；latency；FLOPs；PER,SNR = 10 dB,0.09 BPP；0.005 BPP；0.02 BPP；0.17 BPP,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Group-Level Feature-Aware Hybrid Coding for Adaptive Task-Oriented Tactile Communication,10.1109/tccn.2026.3710171,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,CIFAR-10,Polar；JSCC；VIB,accuracy；latency；throughput；classification accuracy；BER；PER,,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,High Quality and Secure Speech Transmission at Low Bitrate via Semantic-Acoustic Hybrid Coding for Low-Altitude Intelligent Systems,10.1109/tccn.2026.3657147,语音/音频传输或识别,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,LibriSpeech,BERT,bitrate；mAP；accuracy；MOS；WER；PER,,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Joint Semantic Compression and Massive MIMO Transmission for Edge Video Analytics,10.1109/tccn.2026.3666538,视频传输、生成或控制,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,TD3；DDPG,accuracy,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Joint Trajectory Planning and Semantic Communication Design for Urban Low-Altitude UAVs,10.1109/tccn.2025.3626348,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,ViT；PPO；CLIP；DDPG,mAP；accuracy；precision；latency；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Knowledge-Driven 3D Semantic Spectrum Map: KE-VQ-Transformer-Based AAV Semantic Communication and Map Completion,10.1109/tccn.2025.3641514,语义感知资源分配与网络优化,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,LDPC；Swin Transformer；ViT；GAN；VAE；VQ-VAE,MSE；mAP；accuracy；latency；FLOPs；semantic similarity,SNR = 12 dB；SNR = 0 dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Lagrangian-Augmented Learning for Stochastic Age of Accurate Semantic Information Minimization in Mobile Edge Computing Systems,10.1109/tccn.2026.3657116,任务导向推理,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,HM；PPO；BERT；OFDM；DDPG,mAP；accuracy；precision；QoE；latency；BERTScore；throughput；AoI；AoII；energy efficiency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Large-Scale Model-Enabled Semantic Communication via Robust Knowledge Distillation and Lightweight Architecture Search,10.1109/tccn.2026.3687590,图像传输、压缩或生成,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CIFAR10；CIFAR100,JPEG；LDPC；ViT；DeepSC；JSCC；CLIP,MSE；accuracy；latency；FLOPs；throughput；classification accuracy,SNR of -10 dB；SNR of 0 dB；SNR of 12 dB；SNR of -5 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,LLM-Empowered Semantic Communication for Multi-Task 3D Scene Understanding in Low-Altitude Economy Networks,10.1109/tccn.2025.3642880,点云/三维场景传输,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,LDPC；VAE；SwinJSCC；JSCC,MSE；mAP；accuracy；recall；precision；CIDEr；IoU,SNR = 10 dB；SNR = 0 dB；SNR = 16 dB；SNR = 8 dB；SNR = 4 dB,CBR = 0.092；CBR = 0.123；CBR = 0.015,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,LRGD: Low-Rank Guided Diffusion for Robust Image Transmission in Semantic Communication,10.1109/tccn.2025.3588246,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,DIV2K；CelebA；Set14；BSD100,DeepJSCC；JPEG；JSCC；BLIP,PSNR；SSIM；LPIPS；FID；accuracy；latency,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Multi-Stage Semantic Communication for Low-Latency Edge Inference,10.1109/tccn.2025.3558066,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,ImageNet；CIFAR-10,ResNet；JSCC,MSE；accuracy；latency；FLOPs；classification accuracy；PER,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Non-Orthogonal Superimposed Pilot for Goodput Enhancement in Digital Semantic Communication,10.1109/tccn.2025.3573407,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,CIFAR-10,BPG；LDPC；ResNet；OFDM,PSNR；SSIM；MSE；accuracy；precision；FLOPs；goodput；classification accuracy；BER,,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,On the Effectiveness of Task-Oriented Digital Semantic Communication System,10.1109/tccn.2025.3628475,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,ImageNet；CIFAR-10；CIFAR-100；MNIST；Tiny ImageNet,DeepJSCC；ResNet；JSCC,SSIM；accuracy；latency；classification accuracy,SNR=4dB；SNR=8dB,,"部分:存在数字接口与信道模型,但若正文只报告 SNR/重建质量而未注入 bit/index error,就不能宣称解决跳变问题。","未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。 未报告统一可复核的 payload bit 数/CBR,跨论文带宽比较受限。"
2026,core,Over-the-Air ODE-Inspired Neural Network for Dual Task-Oriented Semantic Communications,10.1109/tccn.2025.3569604,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,DeepJSCC；JSCC,PSNR；SSIM；MSE；mAP；accuracy；latency；FLOPs；energy efficiency,Under 30 dB SNR,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Personalized Federated Learning for GAI-Assisted Semantic Communications,10.1109/tccn.2025.3586904,边缘学习与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；CIFAR-100；MNIST；Fashion-MNIST,ViT；ResNet；OFDM；FedAvg,PSNR；SSIM；MSE；accuracy,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,PLM-Based Two-Stage Semantic Encoding for Task-Oriented Semantic Communication on the Fly,10.1109/tccn.2026.3718954,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,,LDPC；DeepSC；JSCC；BERT；GPT；WebP；GPT-2,mAP；accuracy；recall；precision；latency；BERTScore；semantic similarity；PER,SNR = 0dB,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Rate-Adaptive Vector Quantization for Deep Joint Source-Channel Coding,10.1109/tccn.2026.3720206,图像传输、压缩或生成,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,Kodak,DeepJSCC；JPEG；BPG；LDPC；QAM；VAE；VQ-VAE；JSCC,PSNR；SSIM；MS-SSIM；LPIPS；MSE；mAP；latency；semantic similarity；PER,,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,Region-of-Interest Oriented Image Semantic Communication,10.1109/tccn.2026.3668816,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Cityscapes,JPEG；BPG；LDPC；QAM；GAN；JSCC；WebP,PSNR；SSIM；FID；bpp；MSE；mAP；mIoU；accuracy；FLOPs；KID,,,未形成可复核的 bit/index/token 错误闭环。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
2026,core,Resource Allocation for Semantic Communication in NTN Downlinks,10.1109/tccn.2025.3558006,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,Kodak；CIFAR-10；CIFAR-100,ViT；SAC,PSNR；SSIM；MSE；mAP；accuracy；latency；PER,SNR=0 dB；SNR = 0 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,"没有完整离散接口,无法直接回答 bit/index/token 跳变问题。 未显式注入离散误码/丢包,鲁棒性结论不应外推到真实数字链路。"
